Comment,Emotion,processed_text
i just remember spending hours trying to bump my score above the mark and feeling frustrated by the questions they were a mixture of professor generated and usmleasy ones,anger,rememb spend hour tri bump score mark feel frustrat question mixtur professor gener usmleasi one
im feeling less fearful today ptl,fear,im feel le fear today ptl
when my boyfriend last told me he loved me after i gave him an impulsive kiss,joy,boyfriend last told love gave impuls kiss
i feel so special amp blessed to have my caring amp creative family,joy,feel special amp bless care amp creativ famili
i was beginning to feel anxious about it and i asked him to help me out,fear,begin feel anxiou ask help
i love autumn and everything that comes with it although i feel i am getting excited for christmas way too early this year me and my friends including a href http andthenwear,joy,love autumn everyth come although feel get excit christma way earli year friend includ href http andthenwear
i feel weird a href http bondmusings,fear,feel weird href http bondmus
i tell people it feels like i am trying to convince people i am innocent but no one believes me,joy,tell peopl feel like tri convinc peopl innoc one belief
i feel simultaneously superior and inferior to each other writer and i wish i could take back some off the things i said,joy,feel simultan superior inferior writer wish could take back thing said
i am still working through the guilt of feeling selfish for self preservation without the justification that i must survive to bring up my babies,anger,still work guilt feel selfish self preserv without justif must surviv bring babi
i think she apologizes for a little too much stuff that s not in her control i get the feeling she was sincere about this one,joy,think apolog littl much stuff control get feel sincer one
i do not feel overwhelmed nor rushed,fear,feel overwhelm rush
i had a feeling when i left that i just wasn t that relaxed enough to really do it justice,joy,feel left relax enough realli justic
i feel like it would be too clever and get into a ton of things all the time,joy,feel like would clever get ton thing time
i come home from work too often feeling irritable and it s not fair or loving to dump all that ugliness onto my husband,anger,come home work often feel irrit fair love dump ugli onto husband
i feel completely honored to be an influence to this young talented fully alive beautiful girl woman,joy,feel complet honor influenc young talent fulli aliv beauti girl woman
im glad i have a god with whom i can feel safe,joy,im glad god feel safe
i hope to always remain grateful even when feeling a little unsure about my endeavors,fear,hope alway remain grate even feel littl unsur endeavor
i still have cramps plus i get really dizzy when i stand up and my whole body is aching and i just generally feel extremely uncomfortable,fear,still cramp plu get realli dizzi stand whole bodi ach gener feel extrem uncomfort
i didnt cry but i was starting to feel neurotic so my sister who was amazingly chill that morning brought me an ativan,fear,didnt cri start feel neurot sister amazingli chill morn brought ativan
i feel that educating families and supporting and educationg mamas and papas is key,joy,feel educ famili support educationg mama papa key
